国家,年份,预期寿命,成人死亡率,婴儿死亡数,酒精消费,五岁以下死亡数,乙肝疫苗接种率,麻疹病例数,BMI指数,脊髓灰质炎疫苗接种率,白喉疫苗接种率,HIV/AIDS死亡率,GDP人均,人口数量(百万),10-19岁消瘦率,5-9岁消瘦率,受教育年限,发达国家,发展中国家
Bangladesh,2008,69.1,145.5585,42.7,0.003,54.7,96,65,20.9,96,96,0.01,897,144.3,19.3,19.9,4.8,0,1
Bangladesh,2007,68.6,147.641,44.8,0.004,57.8,95,63,20.8,96,94,0.01,856,142.66,19.5,2.1,4.7,0,1
Bangladesh,2006,68.2,150.565,47.0,0.003,61.0,86,62,20.7,95,94,0.01,809,140.92,19.7,2.3,4.6,0,1
Bangladesh,2005,67.8,153.489,49.4,0.0004,64.6,45,63,20.6,94,93,0.01,769,139.04,19.9,2.5,4.5,0,1
Bangladesh,2004,67.3,156.4125,51.8,0.004,68.3,75,63,20.5,88,99,0.01,733,136.99,2.1,2.7,4.5,0,1
Bangladesh,2003,66.9,159.3365,54.3,0.003,72.3,75,63,20.4,90,87,0.01,708,134.79,2.3,2.9,4.4,0,1
Bangladesh,2002,66.4,162.2605,57.0,0.003,76.5,75,63,20.4,83,83,0.01,687,132.48,2.5,21.1,4.3,0,1
Bangladesh,2001,66.0,166.197,60.0,0.004,81.1,75,63,20.3,85,85,0.01,674,130.09,2.7,21.3,4.3,0,1
Bangladesh,2000,65.4,170.133,63.1,0.005,86.0,75,63,20.2,83,82,0.01,654,127.66,2.9,21.5,4.1,0,1
Barbados,2015,78.8,99.0935,13.0,9.68,14.0,97,89,27.7,97,97,0.28,16559,0.29,3.8,3.7,10.5,0,1
Barbados,2014,78.7,100.3405,13.3,9.27,14.3,94,91,27.6,95,94,0.29,16188,0.28,3.8,3.7,10.5,0,1
Barbados,2013,78.6,101.5875,13.5,9.05,14.6,91,89,27.5,91,91,0.31,16232,0.28,3.8,3.8,10.5,0,1
Barbados,2012,78.5,102.8345,13.6,8.9,14.7,87,90,27.5,88,87,0.33,16505,0.28,3.8,3.8,10.5,0,1
Barbados,2011,78.5,104.765,13.7,8.69,14.8,91,94,27.4,91,91,0.35,16619,0.28,3.8,3.8,9.9,0,1
Barbados,2010,78.4,106.695,13.8,8.66,15.0,86,96,27.3,90,86,0.38,16784,0.28,3.8,3.8,9.4,0,1
Barbados,2009,78.3,108.625,13.9,8.24,15.1,93,97,27.2,93,93,0.41,17254,0.28,3.8,3.8,9.3,0,1
Barbados,2008,78.2,110.5555,14.1,8.63,15.3,85,97,27.1,85,85,0.45,18240,0.28,3.9,3.9,9.3,0,1
Barbados,2007,78.1,112.486,14.2,8.07,15.4,93,96,27.1,93,93,0.49,18205,0.28,3.9,3.9,9.3,0,1
Barbados,2006,78.0,114.561,14.3,8.12,15.6,84,94,27.0,85,84,0.52,17914,0.28,4.0,3.9,9.2,0,1
Barbados,2005,77.9,116.6365,14.4,7.84,15.7,92,98,26.9,91,92,0.55,16952,0.28,4.0,4.0,9.2,0,1
Barbados,2004,77.8,118.7115,14.4,7.43,15.7,93,99,26.8,93,93,0.57,16369,0.28,4.1,4.0,9.2,0,1
Barbados,2003,77.7,120.787,14.3,7.51,15.7,91,71,26.7,90,89,0.58,16197,0.27,4.1,4.1,9.1,0,1
Barbados,2002,77.5,122.8625,14.2,7.59,15.5,66,41,26.6,86,87,0.6,15905,0.27,4.2,4.1,9.1,0,1
Barbados,2001,77.4,125.1375,14.0,7.42,15.3,83,70,26.6,93,84,0.61,15834,0.27,4.2,4.2,9.0,0,1
Barbados,2000,77.2,127.413,13.7,7.31,15.1,93,41,26.5,86,93,0.61,16277,0.27,4.3,4.2,9.0,0,1
Belarus,2015,73.6,163.872,3.1,9.79,4.1,99,99,26.6,99,99,0.22,5967,9.46,1.9,2.0,12.2,0,1
Belarus,2014,73.0,175.6015,3.3,11.29,4.3,97,98,26.5,97,97,0.23,6213,9.45,1.9,2.0,12.1,0,1
Belarus,2013,72.5,184.4715,3.5,12.58,4.6,98,99,26.5,98,98,0.23,6111,9.44,2.0,2.0,12.0,0,1
Belarus,2012,72.0,192.409,3.7,13.56,4.9,97,97,26.4,98,98,0.23,6048,9.45,2.0,2.1,12.0,0,1
Belarus,2011,70.6,225.4045,3.9,14.5,5.2,98,99,26.4,98,98,0.23,5938,9.46,2.0,2.1,12.0,0,1
Belarus,2010,70.4,223.1685,4.3,14.43,5.6,96,99,26.3,99,98,0.22,5622,9.48,2.0,2.2,12.0,0,1
Belarus,2009,70.4,221.6415,4.6,13.98,6.1,98,99,26.3,98,96,0.21,5204,9.5,2.1,2.2,11.9,0,1
Belarus,2008,70.5,222.907,5.1,14.58,6.6,98,99,26.2,98,97,0.2,5181,9.53,2.1,2.3,11.3,0,1
Belarus,2007,70.2,224.272,5.6,13.91,7.3,91,99,26.2,90,95,0.19,4685,9.56,2.2,2.3,10.6,0,1
Belarus,2006,69.4,239.1545,6.2,12.61,8.0,98,95,26.1,97,99,0.17,4294,9.6,2.2,2.4,10.0,0,1
Belarus,2005,68.9,248.5795,6.7,11.19,8.7,99,98,26.0,98,99,0.14,3880,9.66,2.3,2.5,9.3,0,1
Belarus,2004,69.0,245.7875,7.3,12.08,9.4,99,98,26.0,99,99,0.12,3522,9.73,2.4,2.5,9.2,0,1
Belarus,2003,68.6,251.835,7.8,11.17,10.1,56,98,25.9,53,50,0.1,3139,9.8,2.5,2.6,9.1,0,1
Belarus,2002,68.1,260.3945,8.5,11.78,10.9,99,98,25.8,99,99,0.08,2912,9.87,2.5,2.7,9.1,0,1
Belarus,2001,68.5,249.943,9.2,10.74,11.8,93,97,25.8,99,99,0.06,2755,9.93,2.6,2.7,9.0,0,1
Belarus,2000,68.9,239.716,9.9,12.92,12.7,70,92,25.7,99,99,0.05,2617,9.98,2.7,2.8,8.9,0,1
Belgium,2015,81.0,71.71,3.3,10.36,4.1,98,85,26.1,99,99,0.08,41008,11.27,1.0,1.0,11.7,1,0
Belgium,2014,81.3,72.379,3.3,10.57,4.1,98,85,26.1,99,99,0.08,40421,11.21,1.0,1.0,11.5,1,0
Belgium,2013,80.6,75.9595,3.4,10.33,4.2,98,85,26.0,99,99,0.08,39970,11.16,1.0,0.9,11.4,1,0
Belgium,2012,80.4,78.0865,3.5,10.09,4.3,98,85,26.0,99,99,0.08,39976,11.11,0.9,0.9,11.2,1,0
Belgium,2011,80.6,79.9355,3.6,10.14,4.4,97,83,26.0,98,98,0.08,39929,11.04,0.9,0.9,11.2,1,0
Belgium,2010,80.2,80.8845,3.6,10.27,4.4,97,83,25.9,98,98,0.08,39778,10.9,0.9,0.9,11.1,1,0
Belgium,2009,80.0,84.168,3.7,10.1,4.5,97,83,25.9,98,98,0.08,39025,10.8,0.9,0.9,11.1,1,0
Belgium,2008,79.7,86.6285,3.8,10.51,4.6,98,81,25.9,99,99,0.08,40152,10.71,0.8,0.8,11.0,1,0
Belgium,2007,79.8,86.1695,3.9,13.43,4.7,94,78,25.8,99,98,0.08,40290,10.63,0.8,0.8,11.1,1,0
Belgium,2006,79.4,86.023,4.0,10.94,4.8,94,78,25.8,99,98,0.08,39148,10.55,0.8,0.8,11.1,1,0
Belgium,2005,79.0,88.2405,4.0,12.21,4.9,77,79,25.7,97,97,0.08,38426,10.48,0.8,0.8,10.7,1,0
Belgium,2004,78.9,89.671,4.2,12.05,5.1,64,78,25.7,96,95,0.08,37761,10.42,0.8,0.8,10.5,1,0
Belgium,2003,78.1,93.89,4.3,11.28,5.2,64,78,25.6,96,95,0.08,36617,10.38,0.8,0.8,10.4,1,0
Belgium,2002,78.1,95.81,4.4,11.29,5.4,60,78,25.6,96,95,0.08,36393,10.33,0.8,0.8,10.3,1,0
Belgium,2001,78.0,97.8795,4.6,11.01,5.6,60,78,25.5,96,95,0.08,35943,10.29,0.8,0.8,10.2,1,0
Belgium,2000,77.7,99.6,4.8,11.21,5.8,60,78,25.5,96,95,0.08,35675,10.25,0.8,0.8,10.0,1,0
Belize,2015,74.0,174.4925,13.2,6.71,15.3,94,95,28.9,94,94,0.4,4805,0.36,3.5,3.4,10.5,0,1
Belize,2014,73.8,176.8185,13.9,6.73,16.1,95,92,28.8,95,95,0.39,4770,0.35,3.4,3.4,10.5,0,1
Belize,2013,73.5,179.144,14.6,6.6,16.9,95,92,28.7,95,95,0.39,4667,0.35,3.4,3.4,10.5,0,1
Belize,2012,73.0,181.47,15.2,6.35,17.7,98,93,28.6,98,98,0.37,4734,0.34,3.5,3.4,10.5,0,1
Belize,2011,72.6,181.527,15.7,6.34,18.3,95,98,28.5,95,95,0.36,4730,0.33,3.5,3.4,10.5,0,1
Belize,2010,72.1,181.584,16.2,6.47,18.9,96,91,28.4,96,96,0.37,4768,0.32,3.5,3.4,10.5,0,1
Belize,2009,71.5,181.641,16.6,6.44,19.4,97,92,28.3,98,97,0.4,4729,0.31,3.5,3.4,10.4,0,1
Belize,2008,71.1,181.698,17.0,6.95,19.9,94,90,28.2,94,94,0.53,4835,0.31,3.5,3.4,10.4,0,1
Belize,2007,70.6,181.755,17.3,6.99,20.3,96,89,28.1,97,96,0.75,4828,0.3,3.5,3.5,10.4,0,1
Belize,2006,70.3,184.704,17.6,6.28,20.6,98,92,28.0,98,98,1.05,4898,0.29,3.6,3.5,10.3,0,1
Belize,2005,70.0,187.653,17.9,6.1,20.9,96,87,27.9,96,96,1.34,4809,0.28,3.6,3.5,10.3,0,1
Belize,2004,69.7,190.602,18.2,6.07,21.3,97,89,27.8,97,97,1.48,4830,0.28,3.6,3.5,10.3,0,1
Belize,2003,69.5,193.551,18.5,5.63,21.7,96,89,27.7,95,96,1.47,4736,0.27,3.6,3.6,10.2,0,1
Belize,2002,69.3,196.5,18.9,4.92,22.2,97,88,27.6,93,89,1.38,4448,0.26,3.7,3.6,10.2,0,1
Belize,2001,69.0,195.111,19.4,4.77,22.8,96,89,27.5,96,96,1.26,4353,0.26,3.7,3.7,10.1,0,1
Belize,2000,68.8,193.722,20.0,4.7,23.6,76,89,27.4,91,91,1.13,4275,0.25,3.8,3.7,10.1,0,1
Benin,2015,60.6,242.9535,63.2,1.53,97.6,82,83,23.5,72,82,0.33,1077,10.58,6.9,6.8,3.5,0,1
Benin,2014,60.3,245.6915,64.4,1.53,99.8,78,83,23.4,71,78,0.39,1088,10.29,7.1,6.9,3.3,0,1
Benin,2013,60.1,248.4295,65.7,1.43,102.1,77,83,23.3,73,77,0.4,1052,10.0,7.2,7.1,3.2,0,1
Benin,2012,59.8,251.1665,67.0,1.41,104.4,80,83,23.2,80,80,0.41,1009,9.73,7.4,7.3,3.0,0,1
Benin,2011,59.6,253.2105,68.3,1.47,106.7,75,83,23.2,77,75,0.46,990,9.46,7.6,7.5,2.8,0,1
Benin,2010,59.3,255.2535,69.6,1.35,109.0,76,83,23.1,77,76,0.5,989,9.2,7.8,7.6,2.8,0,1
Benin,2009,59.0,257.297,70.9,1.26,111.3,79,83,23.0,80,79,0.55,996,8.94,7.9,7.8,2.8,0,1
Benin,2008,58.7,259.34,72.2,1.38,113.7,75,83,22.9,77,75,0.65,1001,8.7,8.1,8.0,2.8,0,1
Benin,2007,58.3,261.384,73.6,1.23,116.2,82,83,22.8,82,82,0.73,981,8.45,8.3,8.2,2.8,0,1
Benin,2006,57.8,266.0545,75.0,1.29,118.8,74,83,22.7,76,74,0.75,953,8.22,8.5,8.4,2.8,0,1
Benin,2005,57.4,270.725,76.5,1.24,121.5,70,83,22.6,73,70,0.79,944,7.98,8.7,8.6,2.8,0,1
Benin,2004,56.9,275.3955,78.2,1.25,124.4,75,83,22.5,74,72,0.84,956,7.75,8.9,8.8,2.7,0,1
Benin,2003,56.4,280.0665,79.8,1.46,127.4,73,83,22.4,75,73,0.88,943,7.52,9.1,9.0,2.7,0,1
Benin,2002,56.0,284.7375,81.5,1.34,130.5,73,83,22.3,76,75,0.93,940,7.3,9.3,9.2,2.7,0,1
Benin,2001,55.7,285.318,83.3,1.39,133.7,73,83,22.2,77,76,0.98,926,7.08,9.5,9.4,2.6,0,1
Benin,2000,55.4,285.899,85.0,1.44,136.8,73,83,22.1,78,78,1.03,906,6.87,9.7,9.6,2.6,0,1
Bhutan,2015,70.4,208.003,27.4,0.04,33.1,99,94,23.8,98,99,0.13,2753,0.73,15.4,16.0,3.1,0,1
Bhutan,2014,70.0,212.0515,28.5,0.21,34.6,99,92,23.7,98,99,0.13,2613,0.72,15.7,16.2,3.1,0,1
Bhutan,2013,69.7,216.1,29.6,0.31,36.2,97,89,23.6,97,97,0.14,2501,0.71,15.9,16.5,2.8,0,1
Bhutan,2012,69.3,220.149,31.0,0.32,38.0,97,90,23.5,97,97,0.14,2479,0.7,16.1,16.7,2.5,0,1
Bhutan,2011,68.8,223.746,32.4,0.25,40.0,95,95,23.4,95,95,0.14,2387,0.69,16.3,17.0,2.3,0,1
Bhutan,2010,68.4,227.3425,34.1,0.23,42.4,91,85,23.3,92,91,0.16,2235,0.69,16.6,17.3,2.3,0,1
Bhutan,2009,67.9,230.9395,36.0,0.15,44.9,93,79,23.2,93,93,0.15,2018,0.68,16.8,17.5,2.3,0,1
Bhutan,2008,67.3,234.5365,38.0,0.16,47.8,96,72,23.1,96,96,0.17,1909,0.67,17.1,17.8,2.3,0,1
Bhutan,2007,66.7,238.1335,40.1,0.15,50.8,95,79,23.0,93,95,0.19,1840,0.66,17.3,18.1,2.3,0,1
Bhutan,2006,66.0,245.7,42.3,0.28,54.1,95,77,22.9,96,95,0.21,1572,0.66,17.5,18.3,2.3,0,1
Bhutan,2005,65.3,253.2655,44.7,0.73,57.5,95,76,22.8,95,95,0.19,1489,0.65,17.8,18.6,2.3,0,1
Bhutan,2004,64.5,260.832,47.2,0.97,61.2,89,77,22.7,90,89,0.23,1410,0.64,18.0,18.8,2.3,0,1
Bhutan,2003,63.6,268.3975,49.7,0.53,65.0,95,77,22.5,96,95,0.24,1353,0.63,18.3,19.1,2.3,0,1
Bhutan,2002,62.7,275.964,52.2,0.3,68.9,83,77,22.4,89,86,0.24,1279,0.62,18.6,19.4,2.3,0,1
Bhutan,2001,61.8,283.9275,54.8,1.42,72.9,89,77,22.3,88,88,0.23,1176,0.6,18.9,19.6,2.3,0,1
Bhutan,2000,60.9,291.8915,57.5,1.66,77.2,98,77,22.2,98,92,0.21,1108,0.59,19.2,19.9,2.3,0,1
Bolivia,2015,70.3,184.52,25.4,3.15,31.3,99,83,26.4,99,99,0.15,3036,10.87,1.2,1.1,8.7,0,1
Bolivia,2014,69.9,187.265,26.6,3.17,33.0,98,83,26.3,99,98,0.16,2939,10.71,1.2,1.1,8.5,0,1
Bolivia,2013,69.5,190.0095,28.0,3.21,34.9,94,83,26.2,95,94,0.16,2831,10.54,1.2,1.1,8.4,0,1
Bolivia,2012,69.0,192.7545,29.6,3.24,37.0,93,83,26.1,93,93,0.17,2693,10.38,1.2,1.1,8.3,0,1
Bolivia,2011,68.5,196.6465,31.2,3.3,39.2,95,83,26.0,95,95,0.18,2603,10.21,1.2,1.1,8.0,0,1
Bolivia,2010,68.0,200.5385,33.0,3.37,41.6,91,83,25.8,90,91,0.17,2514,10.05,1.2,1.1,7.8,0,1
Bolivia,2009,67.5,204.4305,34.8,3.64,44.1,93,83,25.7,92,93,0.18,2455,9.88,1.2,1.1,7.9,0,1
Bolivia,2008,66.9,208.323,36.7,3.51,46.9,88,83,25.6,87,88,0.18,2415,9.72,1.3,1.1,7.6,0,1
Bolivia,2007,66.4,212.2145,38.7,3.38,49.8,84,83,25.5,85,84,0.19,2314,9.56,1.3,1.2,7.1,0,1
Bolivia,2006,65.9,216.0405,40.8,3.13,52.9,83,83,25.4,82,83,0.19,2251,9.4,1.3,1.2,7.3,0,1
Bolivia,2005,65.3,219.8665,43.1,2.8,56.2,85,83,25.3,84,85,0.19,2186,9.23,1.3,1.2,7.0,0,1
Bolivia,2004,64.8,223.692,45.4,2.61,59.6,84,83,25.2,84,84,0.2,2131,9.07,1.4,1.2,7.1,0,1
Bolivia,2003,64.2,227.5185,47.8,2.32,63.3,80,83,25.1,82,88,0.2,2083,8.91,1.4,1.3,7.1,0,1
Bolivia,2002,63.6,231.344,50.4,2.24,67.2,77,83,24.9,76,77,0.21,2066,8.74,1.4,1.3,7.2,0,1
Bolivia,2001,63.1,235.6955,53.1,2.19,71.3,77,83,24.8,71,71,0.22,2054,8.58,1.5,1.4,7.3,0,1
Bolivia,2000,62.5,240.0465,55.9,2.3,75.6,77,83,24.7,74,75,0.26,2059,8.42,1.5,1.4,7.4,0,1
Bosnia and Herzegovina,2015,76.9,96.067,5.4,4.9,6.3,82,88,25.7,74,82,0.08,4730,3.43,2.3,2.3,9.0,0,1
Bosnia and Herzegovina,2014,76.7,97.4955,5.5,4.69,6.4,89,92,25.6,86,86,0.08,4518,3.48,2.4,2.4,9.2,0,1
Bosnia and Herzegovina,2013,76.6,98.9245,5.6,4.69,6.5,91,93,25.5,87,89,0.08,4391,3.54,2.4,2.4,8.7,0,1
Bosnia and Herzegovina,2012,76.4,100.353,5.8,4.83,6.7,92,94,25.5,87,92,0.08,4216,3.6,2.5,2.5,8.3,0,1
Bosnia and Herzegovina,2011,76.2,101.667,6.0,4.71,6.9,88,88,25.4,89,88,0.08,4185,3.66,2.6,2.5,7.2,0,1
Bosnia and Herzegovina,2010,76.0,102.9815,6.3,4.57,7.2,89,91,25.4,90,89,0.08,4096,3.71,2.6,2.6,7.1,0,1
Bosnia and Herzegovina,2009,75.8,104.296,6.6,4.69,7.5,90,88,25.3,90,90,0.08,4028,3.74,2.7,2.7,7.7,0,1
Bosnia and Herzegovina,2008,75.7,105.6105,6.9,5.03,7.9,88,92,25.2,92,91,0.08,4132,3.75,2.8,2.7,7.6,0,1
Bosnia and Herzegovina,2007,75.5,106.9245,7.2,5.03,8.3,94,95,25.2,95,95,0.08,3910,3.76,2.8,2.8,7.5,0,1
Bosnia and Herzegovina,2006,75.3,108.5945,7.5,4.72,8.6,90,93,25.1,91,87,0.08,3691,3.77,2.9,2.8,7.4,0,1
Bosnia and Herzegovina,2005,75.2,110.264,7.8,4.5,8.9,93,90,25.0,95,93,0.08,3502,3.77,2.9,2.9,7.4,0,1
Bosnia and Herzegovina,2004,75.1,111.9335,7.9,4.38,9.1,92,88,25.0,87,84,0.08,3371,3.76,3.0,3.0,7.3,0,1
Bosnia and Herzegovina,2003,74.9,113.603,8.1,4.29,9.2,92,85,24.9,87,87,0.08,3172,3.76,3.0,3.0,7.2,0,1
Bosnia and Herzegovina,2002,74.8,115.273,8.2,4.08,9.3,92,90,24.9,86,80,0.08,3057,3.76,3.1,3.1,7.2,0,1
Bosnia and Herzegovina,2001,74.6,118.2535,8.4,4.11,9.6,92,86,24.8,92,91,0.08,2913,3.76,3.2,3.2,7.1,0,1
Bosnia and Herzegovina,2000,74.4,121.234,8.7,3.87,9.9,92,74,24.8,87,85,0.08,2848,3.75,3.3,3.2,7.0,0,1
Botswana,2015,67.3,248.595,39.6,6.14,49.7,95,80,24.3,96,95,5.81,6403,2.12,6.4,6.1,9.2,0,1
Botswana,2014,66.3,269.3405,40.1,6.04,50.2,95,85,24.3,96,95,5.9,6896,2.09,6.7,6.4,9.2,0,1
Botswana,2013,65.0,290.0855,39.4,5.07,49.6,95,83,24.2,96,95,6.07,6705,2.06,7.0,6.7,9.1,0,1
Botswana,2012,63.5,310.831,40.2,5.46,50.8,95,83,24.2,96,95,6.75,6089,2.04,7.3,7.0,9.0,0,1
Botswana,2011,61.9,336.393,41.1,6.24,51.9,95,84,24.2,96,95,7.61,5899,2.02,7.7,7.4,8.9,0,1
Botswana,2010,60.2,361.955,39.5,5.7,51.4,95,83,24.1,96,95,7.85,5642,1.99,8.0,7.8,8.9,0,1
Botswana,2009,58.4,387.5165,40.1,5.36,55.3,94,83,24.1,96,96,8.27,5287,1.95,8.4,8.2,8.8,0,1
Botswana,2008,56.7,413.0785,40.3,7.52,57.6,94,83,24.1,96,96,9.09,5838,1.92,8.8,8.6,8.6,0,1
Botswana,2007,55.0,438.6405,39.5,6.87,58.6,93,83,24.0,96,96,9.57,5612,1.88,9.2,9.0,8.5,0,1
Botswana,2006,53.4,468.51,38.1,7.14,61.5,93,83,24.0,96,96,10.53,5295,1.84,9.6,9.4,8.4,0,1
Botswana,2005,52.1,498.38,38.9,6.38,67.0,92,83,23.9,96,96,11.63,4986,1.8,1.0,9.9,8.3,0,1
Botswana,2004,51.2,528.2495,42.1,4.91,72.7,91,83,23.9,96,96,13.43,4860,1.77,1.5,1.4,8.1,0,1
Botswana,2003,50.5,558.1195,43.1,5.63,76.1,90,83,23.8,96,96,14.94,4817,1.73,1.9,1.8,8.0,0,1
Botswana,2002,50.2,587.989,43.9,6.43,78.3,88,83,23.8,97,97,16.5,4684,1.7,11.4,11.3,7.9,0,1
Botswana,2001,50.3,574.7605,44.6,5.5,80.0,87,83,23.7,97,97,17.96,4495,1.67,11.8,11.8,7.7,0,1
Botswana,2000,50.6,561.532,45.2,5.38,80.5,86,83,23.6,97,97,19.66,4569,1.64,12.3,12.2,7.6,0,1
Brazil,2015,75.0,144.3625,14.2,6.63,15.9,96,80,26.5,98,96,0.24,8814,204.47,2.7,2.6,7.6,0,1
Brazil,2014,74.7,146.3165,14.6,6.91,16.3,96,89,26.3,96,93,0.24,9215,202.76,2.7,2.7,7.4,0,1
Brazil,2013,74.5,148.2705,14.9,6.86,16.7,96,69,26.2,96,97,0.24,9248,201.04,2.8,2.7,7.4,0,1
Brazil,2012,74.2,150.2245,15.4,7.12,17.2,96,70,26.1,96,95,0.24,9057,199.29,2.8,2.8,7.3,0,1
Brazil,2011,73.9,152.5765,16.0,7.13,17.9,98,71,26.0,98,99,0.25,8966,197.51,2.9,2.8,7.1,0,1
Brazil,2010,73.6,154.9275,16.7,7.16,18.6,96,53,25.8,99,99,0.25,8702,195.71,2.9,2.9,6.9,0,1
Brazil,2009,73.3,157.279,17.5,6.95,19.5,99,55,25.7,99,99,0.25,8169,193.89,3.0,2.9,6.8,0,1
Brazil,2008,73.0,159.6305,18.4,6.83,20.6,96,56,25.6,99,99,0.25,8259,192.03,3.0,3.0,6.7,0,1
Brazil,2007,72.6,161.982,19.5,6.91,21.8,99,49,25.5,99,99,0.25,7937,190.13,3.1,3.0,6.5,0,1
Brazil,2006,72.3,165.1395,20.7,6.93,23.2,99,55,25.4,99,99,0.25,7561,188.17,3.1,3.1,6.4,0,1
Brazil,2005,71.9,168.2965,22.0,6.76,24.8,98,61,25.3,99,99,0.25,7352,186.13,3.2,3.1,6.3,0,1
Brazil,2004,71.5,171.4535,23.5,6.7,26.5,96,68,25.2,99,99,0.25,7206,184.01,3.2,3.2,6.2,0,1
Brazil,2003,71.2,174.611,25.1,6.84,28.4,97,74,25.1,99,99,0.25,6896,181.81,3.3,3.3,6.2,0,1
Brazil,2002,70.8,177.768,26.8,7.02,30.4,92,80,25.0,99,99,0.25,6905,179.54,3.3,3.3,6.0,0,1
Brazil,2001,70.5,182.1315,28.5,7.18,32.5,91,95,24.9,99,98,0.25,6789,177.2,3.4,3.4,5.8,0,1
Brazil,2000,70.1,186.4955,30.4,7.3,34.7,94,95,24.8,99,98,0.24,6788,174.79,3.4,3.4,5.6,0,1
Brunei Darussalam,2015,75.3,88.093,8.8,0.67,10.6,99,97,27.0,99,99,0.1,31164,0.41,5.7,5.1,9.0,0,1
Brunei Darussalam,2014,75.2,89.377,8.6,0.67,10.4,99,96,26.9,99,99,0.1,31679,0.41,5.7,5.2,9.0,0,1
Brunei Darussalam,2013,75.1,90.6615,8.4,0.69,10.2,98,92,26.8,99,99,0.1,32925,0.4,5.8,5.2,8.9,0,1
Brunei Darussalam,2012,75.0,91.9455,8.2,0.96,10.0,99,96,26.7,92,99,0.1,34097,0.4,5.8,5.3,8.9,0,1
Brunei Darussalam,2011,74.9,91.9455,8.1,0.91,9.8,93,93,26.5,96,97,0.1,34244,0.39,5.9,5.4,8.8,0,1
Brunei Darussalam,2010,74.7,91.9455,7.9,0.25,9.7,96,93,26.4,99,95,0.1,33437,0.39,5.9,5.4,8.8,0,1
Brunei Darussalam,2009,74.6,91.9455,7.8,0.24,9.6,96,99,26.3,99,99,0.1,32992,0.38,6.0,5.5,8.7,0,1
Brunei Darussalam,2008,74.5,91.9455,7.7,0.65,9.5,96,90,26.2,97,98,0.1,33981,0.38,6.1,5.6,8.7,0,1
Brunei Darussalam,2007,74.4,91.9455,7.7,0.83,9.5,97,92,26.0,95,99,0.1,35065,0.37,6.2,5.7,8.6,0,1
Brunei Darussalam,2006,74.2,93.9375,7.7,0.63,9.5,99,94,25.9,94,97,0.1,35456,0.37,6.3,5.8,8.5,0,1
Brunei Darussalam,2005,74.0,95.93,7.7,0.14,9.5,99,95,25.8,93,94,0.1,34441,0.37,6.4,5.9,8.5,0,1
Brunei Darussalam,2004,73.8,97.9225,7.7,0.092,9.6,99,97,25.7,92,92,0.1,34850,0.36,6.5,6.0,8.4,0,1
Brunei Darussalam,2003,73.6,99.9145,7.8,0.11,9.7,99,96,25.6,99,92,0.1,35278,0.35,6.6,6.1,8.4,0,1
Brunei Darussalam,2002,73.3,101.907,7.9,0.12,9.8,99,96,25.5,99,94,0.1,34927,0.35,6.7,6.1,8.4,0,1
Brunei Darussalam,2001,73.1,104.114,8.0,0.44,10.1,99,95,25.4,99,97,0.1,34291,0.34,6.8,6.2,8.3,0,1
Brunei Darussalam,2000,73.1,106.3215,8.2,0.35,10.3,99,95,25.3,99,99,0.1,34064,0.33,6.8,6.3,8.3,0,1
Bulgaria,2015,74.6,136.0675,6.9,10.89,8.2,92,87,26.4,91,91,0.03,7075,7.18,1.9,1.8,11.8,1,0
Bulgaria,2014,74.5,139.2615,7.3,10.3,8.7,95,89,26.3,88,88,0.03,6797,7.22,1.9,1.9,10.9,1,0
Bulgaria,2013,74.9,133.448,7.8,10.32,9.3,95,94,26.2,95,95,0.03,6693,7.27,1.9,1.9,10.9,1,0
Bulgaria,2012,74.3,135.0865,8.2,10.88,9.8,95,94,26.1,95,95,0.03,6694,7.31,1.9,1.9,10.8,1,0
Bulgaria,2011,74.2,139.9065,8.7,9.88,10.4,96,94,26.1,95,95,0.03,6605,7.35,2.0,2.0,10.7,1,0
Bulgaria,2010,73.5,142.4175,9.0,9.82,10.8,95,96,26.0,94,94,0.03,6428,7.4,2.0,2.0,10.6,1,0
Bulgaria,2009,73.4,145.527,9.3,10.53,11.1,96,93,25.9,94,94,0.03,6289,7.44,2.0,2.1,10.6,1,0
Bulgaria,2008,73.0,148.4445,9.5,10.73,11.4,96,94,25.8,96,95,0.03,6460,7.49,2.1,2.1,10.5,1,0
Bulgaria,2007,72.7,151.67,9.9,10.66,11.8,95,94,25.8,95,95,0.02,6045,7.55,2.1,2.2,10.5,1,0
Bulgaria,2006,72.6,156.0375,10.3,10.18,12.4,96,93,25.7,96,95,0.02,5629,7.6,2.2,2.2,10.4,1,0
Bulgaria,2005,72.6,155.837,11.0,10.22,13.3,96,92,25.6,97,96,0.02,5231,7.66,2.2,2.3,10.2,1,0
Bulgaria,2004,72.6,154.1315,11.8,10.7,14.2,94,91,25.5,94,95,0.02,4850,7.72,2.3,2.3,10.1,1,0
Bulgaria,2003,72.1,153.633,12.5,10.92,15.1,96,89,25.5,96,96,0.02,4519,7.78,2.3,2.4,10.1,1,0
Bulgaria,2002,71.9,156.0455,13.2,10.8,15.9,88,79,25.4,94,93,0.02,4260,7.84,2.4,2.4,10.0,1,0
Bulgaria,2001,71.8,158.938,13.8,11.07,16.7,93,85,25.3,94,94,0.02,3937,8.01,2.4,2.5,9.9,1,0
Bulgaria,2000,71.7,161.911,14.4,10.26,17.5,94,83,25.3,94,93,0.02,3718,8.17,2.5,2.5,9.5,1,0
